Participant,Media,Timeline,AOI,Total_duration_of_fixations,Average_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Average_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Number_of_saccades_in_AOI
14,Presentation1,Entire Recording,M1-1-BLANK,457,152,3,52321,2.92124,457,152,3,52321,0
14,Presentation1,Entire Recording,M1-1-C,12075,237,51,202053,3.23832,13107,771,17,202053,31
14,Presentation1,Entire Recording,M1-1-D,6695,335,20,206916,3.29703,7028,1004,7,206916,13
14,Presentation1,Entire Recording,M1-1-DELETE,22850,266,86,54377,3.19654,26198,2015,13,54377,63
14,Presentation1,Entire Recording,M1-1-DELETE,87920,280,314,53294,3.00222,98179,2283,43,53294,248
14,Presentation1,Entire Recording,Q,52212,257,203,183900,3.16025,58558,3445,17,183900,162
14,Presentation1,Entire Recording,T,114884,276,416,53294,3.04175,130273,3619,36,53294,342
14,Presentation2,T,M1-2-A,8127,353,23,7665,2.89832,8411,647,13,7665,10
14,Presentation2,T,M1-2-B,13955,303,46,7515,3.00574,14854,743,20,7515,25
14,Presentation2,T,M1-2-BLANK,683,341,2,177,3.41847,865,865,1,177,0
14,Presentation2,T,M1-2-C,11242,304,37,59511,3.00064,11825,739,16,59511,20
14,Presentation2,T,M1-2-D,8394,271,31,63991,3.12951,8960,896,10,63991,21
14,Presentation2,T,M1-2-DELETE,15056,251,60,2352,2.9557,16838,1531,11,2352,45
14,Presentation2,T,M1-2-DELETE,72059,261,276,0,2.94096,81265,2709,30,0,231
14,Presentation2,T,Q,51778,289,179,4484,3.00532,57489,3194,18,4484,152
14,Presentation2,T,T,93410,261,358,0,2.94362,106097,4081,26,0,308
14,Presentation2,Entire Recording,M1-2-A,8127,353,23,78521,2.89832,8411,647,13,78521,10
14,Presentation2,Entire Recording,M1-2-B,13955,303,46,78371,3.00574,14854,743,20,78371,25
14,Presentation2,Entire Recording,M1-2-BLANK,683,341,2,71033,3.41847,865,865,1,71033,0
14,Presentation2,Entire Recording,M1-2-C,11242,304,37,130367,3.00064,11825,739,16,130367,20
14,Presentation2,Entire Recording,M1-2-D,8394,271,31,134847,3.12951,8960,896,10,134847,21
14,Presentation2,Entire Recording,M1-2-DELETE,15056,251,60,73208,2.9557,16838,1531,11,73208,45
14,Presentation2,Entire Recording,M1-2-DELETE,72059,261,276,70856,2.94096,81265,2709,30,70856,231
14,Presentation2,Entire Recording,Q,51778,289,179,75340,3.00532,57489,3194,18,75340,152
14,Presentation2,Entire Recording,T,93410,261,358,70856,2.94362,106097,4081,26,70856,308
14,Presentation3,T+A,M2-1-A,5227,373,14,105769,2.96363,5410,773,7,105769,7
14,Presentation3,T+A,M2-1-B,3231,294,11,113762,2.98279,3431,572,6,113762,4
14,Presentation3,T+A,M2-1-BLANK,0,,0,,,0,,0,,0
14,Presentation3,T+A,M2-1-C,2831,404,7,115061,3.00382,2865,573,5,115061,2
14,Presentation3,T+A,M2-1-D,833,416,2,122822,3.08954,833,416,2,122822,0
14,Presentation3,T+A,M2-1-DELETE,2781,309,9,2277,2.97038,2981,994,3,2277,6
14,Presentation3,T+A,M2-1-DELETE,93832,309,304,445,2.89057,104075,6505,16,445,268
14,Presentation3,T+A,Q,19533,283,69,101572,2.98538,21664,3611,6,101572,60
14,Presentation3,T+A,T,101810,309,329,445,2.90213,113069,8076,14,445,294
14,Presentation3,Entire Recording,M2-1-A,5227,373,14,155295,2.96363,5410,773,7,155295,7
14,Presentation3,Entire Recording,M2-1-B,3231,294,11,163288,2.98279,3431,572,6,163288,4
14,Presentation3,Entire Recording,M2-1-BLANK,0,,0,,,0,,0,,0
14,Presentation3,Entire Recording,M2-1-C,2831,404,7,164587,3.00382,2865,573,5,164587,2
14,Presentation3,Entire Recording,M2-1-D,833,416,2,172348,3.08954,833,416,2,172348,0
14,Presentation3,Entire Recording,M2-1-DELETE,2781,309,9,51803,2.97038,2981,994,3,51803,6
14,Presentation3,Entire Recording,M2-1-DELETE,93832,309,304,49971,2.89057,104075,6505,16,49971,268
14,Presentation3,Entire Recording,Q,19533,283,69,151098,2.98538,21664,3611,6,151098,60
14,Presentation3,Entire Recording,T,101810,309,329,49971,2.90213,113069,8076,14,49971,294
14,Presentation4,T+A,M2-2-A,12586,286,44,110066,2.92012,13519,1502,9,110066,34
14,Presentation4,T+A,M2-2-B,14739,320,46,108484,2.92567,15356,853,18,108484,28
14,Presentation4,T+A,M2-2-BLANK,0,,0,,,0,,0,,0
14,Presentation4,T+A,M2-2-C,14423,328,44,116362,2.98887,15472,1105,14,116362,26
14,Presentation4,T+A,M2-2-D,5163,323,16,125522,3.04329,5629,804,7,125522,7
14,Presentation4,T+A,M2-2-DELETE,3980,284,14,2127,2.87958,4247,1062,4,2127,10
14,Presentation4,T+A,M2-2-DELETE,85239,324,263,212,2.79542,96064,16011,6,212,226
14,Presentation4,T+A,Q,53873,310,174,99207,2.95554,59236,19745,3,99207,159
14,Presentation4,T+A,T,90547,321,282,0,2.80301,102188,25547,4,0,245
14,Presentation4,Entire Recording,M2-2-A,12586,286,44,161024,2.92012,13519,1502,9,161024,34
14,Presentation4,Entire Recording,M2-2-B,14739,320,46,159442,2.92567,15356,853,18,159442,28
14,Presentation4,Entire Recording,M2-2-BLANK,0,,0,,,0,,0,,0
14,Presentation4,Entire Recording,M2-2-C,14423,328,44,167320,2.98887,15472,1105,14,167320,26
14,Presentation4,Entire Recording,M2-2-D,5163,323,16,176480,3.04329,5629,804,7,176480,7
14,Presentation4,Entire Recording,M2-2-DELETE,3980,284,14,53085,2.87958,4247,1062,4,53085,10
14,Presentation4,Entire Recording,M2-2-DELETE,85239,324,263,51170,2.79542,96064,16011,6,51170,226
14,Presentation4,Entire Recording,Q,53873,310,174,150165,2.95554,59236,19745,3,150165,159
14,Presentation4,Entire Recording,T,90547,321,282,50958,2.80301,102188,25547,4,50958,245
14,Presentation5,T+P,M3-1-A,8577,238,36,24088,2.97569,9427,943,10,24088,24
14,Presentation5,T+P,M3-1-B,15422,271,57,33881,3.07149,16455,686,24,33881,30
14,Presentation5,T+P,M3-1-C,14016,242,58,45872,3.08088,14716,526,28,45872,29
14,Presentation5,T+P,M3-1-D,4930,259,19,82762,3.10511,5396,540,10,82762,7
14,Presentation5,T+P,P,33942,278,122,2004,3.03597,37756,2697,14,2004,105
14,Presentation5,T+P,DELETE,40721,275,148,1704,2.86897,45684,4153,11,1704,127
14,Presentation5,T+P,DELETE,22667,239,95,240,2.95014,25497,2125,12,240,78
14,Presentation5,T+P,Q,50640,256,198,24088,3.04196,56319,3520,16,24088,165
14,Presentation5,T+P,T,64587,260,248,240,2.89752,73678,7368,10,240,219
14,Presentation5,Entire Recording,M3-1-A,8577,238,36,71536,2.97569,9427,943,10,71536,24
14,Presentation5,Entire Recording,M3-1-B,15422,271,57,81329,3.07149,16455,686,24,81329,30
14,Presentation5,Entire Recording,M3-1-C,14016,242,58,93321,3.08088,14716,526,28,93321,29
14,Presentation5,Entire Recording,M3-1-D,4930,259,19,130211,3.10511,5396,540,10,130211,7
14,Presentation5,Entire Recording,P,33942,278,122,49452,3.03597,37756,2697,14,49452,105
14,Presentation5,Entire Recording,DELETE,40721,275,148,49153,2.86897,45684,4153,11,49153,127
14,Presentation5,Entire Recording,DELETE,22667,239,95,47689,2.95014,25497,2125,12,47689,78
14,Presentation5,Entire Recording,Q,50640,256,198,71536,3.04196,56319,3520,16,71536,165
14,Presentation5,Entire Recording,T,64587,260,248,47689,2.89752,73678,7368,10,47689,219
14,Presentation6,T+P,M3-2-A,20358,313,65,4368,2.9549,22104,1228,18,4368,44
14,Presentation6,T+P,M3-2-B,12025,286,42,45954,2.94885,12724,670,19,45954,19
14,Presentation6,T+P,M3-2-C,9560,354,27,68885,3.01072,10076,1008,10,68885,15
14,Presentation6,T+P,M3-2-D,9643,261,37,77146,3.0265,11408,2282,5,77146,19
14,Presentation6,T+P,P,5037,240,21,0,2.94087,5403,491,11,0,10
14,Presentation6,T+P,DELETE,699,175,4,2069,2.712,783,391,2,2069,2
14,Presentation6,T+P,DELETE,27730,277,100,289,2.93236,30778,2798,11,289,83
14,Presentation6,T+P,Q,66974,296,226,2302,2.95616,75349,9419,8,2302,183
14,Presentation6,T+P,T,28646,273,105,289,2.92902,32009,2910,11,289,87
14,Presentation6,Entire Recording,M3-2-A,20358,313,65,54949,2.9549,22104,1228,18,54949,44
14,Presentation6,Entire Recording,M3-2-B,12025,286,42,96535,2.94885,12724,670,19,96535,19
14,Presentation6,Entire Recording,M3-2-C,9560,354,27,119466,3.01072,10076,1008,10,119466,15
14,Presentation6,Entire Recording,M3-2-D,9643,261,37,127727,3.0265,11408,2282,5,127727,19
14,Presentation6,Entire Recording,P,5037,240,21,50581,2.94087,5403,491,11,50581,10
14,Presentation6,Entire Recording,DELETE,699,175,4,52650,2.712,783,391,2,52650,2
14,Presentation6,Entire Recording,DELETE,27730,277,100,50870,2.93236,30778,2798,11,50870,83
14,Presentation6,Entire Recording,Q,66974,296,226,52884,2.95616,75349,9419,8,52884,183
14,Presentation6,Entire Recording,T,28646,273,105,50870,2.92902,32009,2910,11,50870,87
14,Presentation7,T+A&P,M4-1-A,6445,201,32,122378,3.01263,7428,825,9,122378,20
14,Presentation7,T+A&P,M4-1-B,11375,277,41,128974,3.07424,12524,1044,12,128974,21
14,Presentation7,T+A&P,M4-1-C,17737,273,65,133604,3.07941,18920,728,26,133604,36
14,Presentation7,T+A&P,M4-1-D,24616,290,85,162648,3.11224,27247,1009,27,162648,47
14,Presentation7,T+A&P,P,24021,297,81,0,2.95271,27448,1830,15,0,60
14,Presentation7,T+A&P,DELETE,60040,313,192,405,2.91502,66917,4780,14,405,159
14,Presentation7,T+A&P,DELETE,25565,341,75,69685,2.76082,27497,2115,13,69685,58
14,Presentation7,T+A&P,Q,69069,261,265,114950,3.07331,79378,4178,19,114950,200
14,Presentation7,T+A&P,T,87470,318,275,405,2.86716,96828,4035,24,405,225
14,Presentation7,Entire Recording,M4-1-A,6445,201,32,165252,3.01263,7428,825,9,165252,20
14,Presentation7,Entire Recording,M4-1-B,11375,277,41,171847,3.07424,12524,1044,12,171847,21
14,Presentation7,Entire Recording,M4-1-C,17737,273,65,176477,3.07941,18920,728,26,176477,36
14,Presentation7,Entire Recording,M4-1-D,24616,290,85,205522,3.11224,27247,1009,27,205522,47
14,Presentation7,Entire Recording,P,24021,297,81,42874,2.95271,27448,1830,15,42874,60
14,Presentation7,Entire Recording,DELETE,60040,313,192,43279,2.91502,66917,4780,14,43279,159
14,Presentation7,Entire Recording,DELETE,25565,341,75,112559,2.76082,27497,2115,13,112559,58
14,Presentation7,Entire Recording,Q,69069,261,265,157824,3.07331,79378,4178,19,157824,200
14,Presentation7,Entire Recording,T,87470,318,275,43279,2.86716,96828,4035,24,43279,225
14,Presentation8,T+A&P,M4-2-A,14523,303,48,113093,2.98252,16605,1277,13,113093,25
14,Presentation8,T+A&P,M4-2-B,11125,227,49,161279,2.94039,12608,742,17,161279,22
14,Presentation8,T+A&P,M4-2-C,12634,204,62,167691,2.97221,15482,673,23,167691,22
14,Presentation8,T+A&P,M4-2-D,5363,158,34,173188,3.01672,6945,463,15,173188,9
14,Presentation8,T+A&P,P,1790,298,6,0,3.37717,2056,685,3,0,2
14,Presentation8,T+A&P,DELETE,59374,318,187,1773,2.79985,65669,4104,16,1773,156
14,Presentation8,T+A&P,DELETE,26864,368,73,75154,2.72471,29146,4164,7,75154,62
14,Presentation8,T+A&P,Q,86631,259,335,111528,2.96023,106271,7591,14,111528,213
14,Presentation8,T+A&P,T,87887,330,266,1773,2.77608,96897,5700,17,1773,228
14,Presentation8,Entire Recording,M4-2-A,14523,303,48,156445,2.98252,16605,1277,13,156445,25
14,Presentation8,Entire Recording,M4-2-B,11125,227,49,204632,2.94039,12608,742,17,204632,22
14,Presentation8,Entire Recording,M4-2-C,12634,204,62,211044,2.97221,15482,673,23,211044,22
14,Presentation8,Entire Recording,M4-2-D,5363,158,34,216540,3.01672,6945,463,15,216540,9
14,Presentation8,Entire Recording,P,1790,298,6,43352,3.37717,2056,685,3,43352,2
14,Presentation8,Entire Recording,DELETE,59374,318,187,45126,2.79985,65669,4104,16,45126,156
14,Presentation8,Entire Recording,DELETE,26864,368,73,118506,2.72471,29146,4164,7,118506,62
14,Presentation8,Entire Recording,Q,86631,259,335,154880,2.96023,106271,7591,14,154880,213
14,Presentation8,Entire Recording,T,87887,330,266,45126,2.77608,96897,5700,17,45126,228
15,Presentation1,T,M1-1-A,2315,257,9,8334,2.64412,2432,486,5,8334,3
15,Presentation1,T,M1-1-B,1884,314,6,9866,2.8282,2367,789,3,9866,2
15,Presentation1,T,M1-1-BLANK,0,,0,,,0,,0,,0
15,Presentation1,T,M1-1-C,0,,0,,,0,,0,,0
15,Presentation1,T,M1-1-D,0,,0,,,0,,0,,0
15,Presentation1,T,M1-1-DELETE,5113,222,23,1972,2.43424,5729,1432,4,1972,18
15,Presentation1,T,M1-1-DELETE,35141,270,130,292,2.50137,40119,6687,6,292,111
15,Presentation1,T,Q,4998,278,18,7635,2.6735,6464,1616,4,7635,9
15,Presentation1,T,T,40804,263,155,292,2.49257,47464,9493,5,292,133
15,Presentation1,Entire Recording,M1-1-A,2315,257,9,51320,2.64412,2432,486,5,51320,3
15,Presentation1,Entire Recording,M1-1-B,1884,314,6,52852,2.8282,2367,789,3,52852,2
15,Presentation1,Entire Recording,M1-1-BLANK,0,,0,,,0,,0,,0
15,Presentation1,Entire Recording,M1-1-C,0,,0,,,0,,0,,0
15,Presentation1,Entire Recording,M1-1-D,0,,0,,,0,,0,,0
15,Presentation1,Entire Recording,M1-1-DELETE,5113,222,23,44958,2.43424,5729,1432,4,44958,18
15,Presentation1,Entire Recording,M1-1-DELETE,35141,270,130,43277,2.50137,40119,6687,6,43277,111
15,Presentation1,Entire Recording,Q,4998,278,18,50620,2.6735,6464,1616,4,50620,9
15,Presentation1,Entire Recording,T,40804,263,155,43277,2.49257,47464,9493,5,43277,133
15,Presentation2,T,M1-2-A,3231,154,21,8010,2.56529,3897,325,12,8010,6
15,Presentation2,T,M1-2-B,6993,171,41,9693,2.66076,9408,409,23,9693,5
15,Presentation2,T,M1-2-BLANK,366,183,2,0,2.90206,366,183,2,0,0
15,Presentation2,T,M1-2-C,8094,172,47,10625,2.62398,10842,471,23,10625,12
15,Presentation2,T,M1-2-D,5313,130,41,28912,2.63813,8327,320,26,28912,3
15,Presentation2,T,M1-2-DELETE,8377,220,38,2015,2.41764,9227,1845,5,2015,32
15,Presentation2,T,M1-2-DELETE,15572,222,70,199,2.52518,19702,2815,7,199,50
15,Presentation2,T,Q,32258,162,199,4613,2.61302,56607,2830,20,4613,73
15,Presentation2,T,T,24682,222,111,199,2.48592,30045,5008,6,199,89
15,Presentation2,Entire Recording,M1-2-A,3231,154,21,54201,2.56529,3897,325,12,54201,6
15,Presentation2,Entire Recording,M1-2-B,6993,171,41,55883,2.66076,9408,409,23,55883,5
15,Presentation2,Entire Recording,M1-2-BLANK,366,183,2,46191,2.90206,366,183,2,46191,0
15,Presentation2,Entire Recording,M1-2-C,8094,172,47,56816,2.62398,10842,471,23,56816,12
15,Presentation2,Entire Recording,M1-2-D,5313,130,41,75103,2.63813,8327,320,26,75103,3
15,Presentation2,Entire Recording,M1-2-DELETE,8377,220,38,48206,2.41764,9227,1845,5,48206,32
15,Presentation2,Entire Recording,M1-2-DELETE,15572,222,70,46390,2.52518,19702,2815,7,46390,50
15,Presentation2,Entire Recording,Q,32258,162,199,50804,2.61302,56607,2830,20,50804,73
15,Presentation2,Entire Recording,T,24682,222,111,46390,2.48592,30045,5008,6,46390,89
15,Presentation3,T+A,M2-1-A,883,110,8,102628,2.61735,1066,178,6,102628,0
15,Presentation3,T+A,M2-1-B,2165,155,14,102478,2.6337,2482,248,10,102478,1
15,Presentation3,T+A,M2-1-BLANK,0,,0,,,0,,0,,0
15,Presentation3,T+A,M2-1-C,3164,176,18,111421,2.68355,3398,261,13,111421,3
15,Presentation3,T+A,M2-1-D,1466,147,10,110522,2.67208,1682,187,9,110522,0
15,Presentation3,T+A,M2-1-DELETE,333,167,2,2783,2.3629,450,450,1,2783,0
15,Presentation3,T+A,M2-1-DELETE,89236,275,325,6,2.556,106688,3679,29,6,245
15,Presentation3,T+A,Q,17004,149,114,88288,2.63584,28479,1424,20,88288,31
15,Presentation3,T+A,T,92200,270,341,6,2.55399,111435,5065,22,6,259
15,Presentation3,Entire Recording,M2-1-A,883,110,8,145017,2.61735,1066,178,6,145017,0
15,Presentation3,Entire Recording,M2-1-B,2165,155,14,144867,2.6337,2482,248,10,144867,1
15,Presentation3,Entire Recording,M2-1-BLANK,0,,0,,,0,,0,,0
15,Presentation3,Entire Recording,M2-1-C,3164,176,18,153811,2.68355,3398,261,13,153811,3
15,Presentation3,Entire Recording,M2-1-D,1466,147,10,152911,2.67208,1682,187,9,152911,0
15,Presentation3,Entire Recording,M2-1-DELETE,333,167,2,45172,2.3629,450,450,1,45172,0
15,Presentation3,Entire Recording,M2-1-DELETE,89236,275,325,42395,2.556,106688,3679,29,42395,245
15,Presentation3,Entire Recording,Q,17004,149,114,130677,2.63584,28479,1424,20,130677,31
15,Presentation3,Entire Recording,T,92200,270,341,42395,2.55399,111435,5065,22,42395,259
15,Presentation4,T+A,M2-2-A,4713,157,30,3649,2.56342,6029,431,14,3649,9
15,Presentation4,T+A,M2-2-B,3930,164,24,3516,2.56862,5363,413,13,3516,4
15,Presentation4,T+A,M2-2-BLANK,0,,0,,,0,,0,,0
15,Presentation4,T+A,M2-2-C,5180,133,39,3432,2.67878,6645,316,21,3432,7
15,Presentation4,T+A,M2-2-D,5763,128,45,95248,2.67493,9360,493,19,95248,8
15,Presentation4,T+A,M2-2-DELETE,0,,0,,,0,,0,,0
15,Presentation4,T+A,M2-2-DELETE,54661,205,266,90,2.57168,70710,3722,19,90,195
15,Presentation4,T+A,Q,24216,143,169,3249,2.62597,42069,1451,29,3249,60
15,Presentation4,T+A,T,56343,205,275,90,2.56852,72642,3632,20,90,203
15,Presentation4,Entire Recording,M2-2-A,4713,157,30,45889,2.56342,6029,431,14,45889,9
15,Presentation4,Entire Recording,M2-2-B,3930,164,24,45755,2.56862,5363,413,13,45755,4
15,Presentation4,Entire Recording,M2-2-BLANK,0,,0,,,0,,0,,0
15,Presentation4,Entire Recording,M2-2-C,5180,133,39,45672,2.67878,6645,316,21,45672,7
15,Presentation4,Entire Recording,M2-2-D,5763,128,45,137488,2.67493,9360,493,19,137488,8
15,Presentation4,Entire Recording,M2-2-DELETE,0,,0,,,0,,0,,0
15,Presentation4,Entire Recording,M2-2-DELETE,54661,205,266,42329,2.57168,70710,3722,19,42329,195
15,Presentation4,Entire Recording,Q,24216,143,169,45489,2.62597,42069,1451,29,45489,60
15,Presentation4,Entire Recording,T,56343,205,275,42329,2.56852,72642,3632,20,42329,203
15,Presentation5,T+P,M3-1-A,999,111,9,137112,2.64021,1949,325,6,137112,0
15,Presentation5,T+P,M3-1-B,2215,148,15,186492,2.67633,2831,472,6,186492,7
15,Presentation5,T+P,M3-1-C,3714,138,27,189224,2.73112,4763,318,15,189224,3
15,Presentation5,T+P,M3-1-D,3281,117,28,190623,2.74522,7128,446,16,190623,2
15,Presentation5,T+P,P,297,148,2,0,2.93508,297,148,2,0,0
15,Presentation5,T+P,DELETE,87171,269,324,1679,2.54671,101927,3515,29,1679,244
15,Presentation5,T+P,DELETE,41137,161,255,197,2.60634,71062,1512,47,197,75
15,Presentation5,T+P,Q,20202,129,157,12521,2.63924,40603,1041,39,12521,33
15,Presentation5,T+P,T,134270,223,603,197,2.56951,182782,3808,48,197,352
15,Presentation5,Entire Recording,M3-1-A,999,111,9,181425,2.64021,1949,325,6,181425,0
15,Presentation5,Entire Recording,M3-1-B,2215,148,15,230805,2.67633,2831,472,6,230805,7
15,Presentation5,Entire Recording,M3-1-C,3714,138,27,233537,2.73112,4763,318,15,233537,3
15,Presentation5,Entire Recording,M3-1-D,3281,117,28,234936,2.74522,7128,446,16,234936,2
15,Presentation5,Entire Recording,P,297,148,2,44313,2.93508,297,148,2,44313,0
15,Presentation5,Entire Recording,DELETE,87171,269,324,45992,2.54671,101927,3515,29,45992,244
15,Presentation5,Entire Recording,DELETE,41137,161,255,44510,2.60634,71062,1512,47,44510,75
15,Presentation5,Entire Recording,Q,20202,129,157,56835,2.63924,40603,1041,39,56835,33
15,Presentation5,Entire Recording,T,134270,223,603,44510,2.56951,182782,3808,48,44510,352
15,Presentation6,T+P,M3-2-A,2432,187,13,8504,2.56513,2915,416,7,8504,4
15,Presentation6,T+P,M3-2-B,18320,291,63,9520,2.68486,21651,1665,13,9520,33
15,Presentation6,T+P,M3-2-C,9127,304,30,11002,2.67714,10193,1019,10,11002,13
15,Presentation6,T+P,M3-2-D,6828,263,26,30687,2.62427,7543,629,12,30687,12
15,Presentation6,T+P,P,6562,187,35,0,2.6472,8806,2201,4,0,24
15,Presentation6,T+P,DELETE,2681,268,10,2226,2.44949,3298,3298,1,2226,8
15,Presentation6,T+P,DELETE,67,67,1,2092,2.4086,67,67,1,2092,0
15,Presentation6,T+P,Q,41720,273,153,5590,2.65509,51824,10365,5,5590,98
15,Presentation6,T+P,T,3098,258,12,1211,2.50815,3781,1890,2,1211,9
15,Presentation6,Entire Recording,M3-2-A,2432,187,13,52095,2.56513,2915,416,7,52095,4
15,Presentation6,Entire Recording,M3-2-B,18320,291,63,53111,2.68486,21651,1665,13,53111,33
15,Presentation6,Entire Recording,M3-2-C,9127,304,30,54593,2.67714,10193,1019,10,54593,13
15,Presentation6,Entire Recording,M3-2-D,6828,263,26,74279,2.62427,7543,629,12,74279,12
15,Presentation6,Entire Recording,P,6562,187,35,43592,2.6472,8806,2201,4,43592,24
15,Presentation6,Entire Recording,DELETE,2681,268,10,45817,2.44949,3298,3298,1,45817,8
15,Presentation6,Entire Recording,DELETE,67,67,1,45684,2.4086,67,67,1,45684,0
15,Presentation6,Entire Recording,Q,41720,273,153,49182,2.65509,51824,10365,5,49182,98
15,Presentation6,Entire Recording,T,3098,258,12,44802,2.50815,3781,1890,2,44802,9
15,Presentation7,T+A&P,M4-1-A,4447,193,23,113766,2.66113,5744,574,10,113766,7
15,Presentation7,T+A&P,M4-1-B,6512,142,46,114380,2.68102,10557,660,16,114380,8
15,Presentation7,T+A&P,M4-1-C,7528,160,47,134529,2.72087,10659,592,18,134529,12
15,Presentation7,T+A&P,M4-1-D,3914,151,26,174434,2.77006,5646,565,10,174434,7
15,Presentation7,T+A&P,P,4380,219,20,1731,2.49554,4896,979,5,1731,13
15,Presentation7,T+A&P,DELETE,55677,278,200,801,2.46099,62605,6956,9,801,175
15,Presentation7,T+A&P,DELETE,63404,290,219,1,2.57225,73979,3699,20,1,159
15,Presentation7,T+A&P,Q,28679,164,175,105889,2.68266,48627,2316,21,105889,65
15,Presentation7,T+A&P,T,122578,284,432,1,2.52193,141829,7465,19,1,352
15,Presentation7,Entire Recording,M4-1-A,4447,193,23,162854,2.66113,5744,574,10,162854,7
15,Presentation7,Entire Recording,M4-1-B,6512,142,46,163469,2.68102,10557,660,16,163469,8
15,Presentation7,Entire Recording,M4-1-C,7528,160,47,183617,2.72087,10659,592,18,183617,12
15,Presentation7,Entire Recording,M4-1-D,3914,151,26,223522,2.77006,5646,565,10,223522,7
15,Presentation7,Entire Recording,P,4380,219,20,50819,2.49554,4896,979,5,50819,13
15,Presentation7,Entire Recording,DELETE,55677,278,200,49889,2.46099,62605,6956,9,49889,175
15,Presentation7,Entire Recording,DELETE,63404,290,219,49090,2.57225,73979,3699,20,49090,159
