Participant,Media,Timeline,AOI,Total_duration_of_fixations,Average_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Average_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Number_of_saccades_in_AOI
12,Presentation1,1-1 (1),M1-1-B,32510,346,94,7201,3.16196,35058,1753,20,7201,70
12,Presentation1,1-1 (1),M1-1-BLANK,7,7,1,0,,7,7,1,0,0
12,Presentation1,1-1 (1),M1-1-C,24915,300,83,13730,3.17888,26947,1585,17,13730,64
12,Presentation1,1-1 (1),M1-1-D,23283,328,71,16595,3.24457,25948,2595,10,16595,56
12,Presentation1,1-1 (1),M1-1-DELETE,45967,300,153,1972,3.17656,51413,5141,10,1972,133
12,Presentation1,1-1 (1),M1-1-DELETE,116932,300,390,306,3.16191,132288,8268,16,306,345
12,Presentation1,1-1 (1),Q,110588,312,355,2571,3.18273,123246,11204,11,2571,320
12,Presentation1,1-1 (1),T,167279,301,555,306,3.16796,189213,21024,9,306,505
12,Presentation1,Entire Recording,M1-1-A,22568,282,80,60412,3.13819,24917,1466,17,60412,59
12,Presentation1,Entire Recording,M1-1-B,32510,346,94,65042,3.16196,35058,1753,20,65042,70
12,Presentation1,Entire Recording,M1-1-BLANK,7,7,1,57840,,7,7,1,57840,0
12,Presentation1,Entire Recording,M1-1-C,24915,300,83,71570,3.17888,26947,1585,17,71570,64
12,Presentation1,Entire Recording,M1-1-D,23283,328,71,74435,3.24457,25948,2595,10,74435,56
12,Presentation1,Entire Recording,M1-1-DELETE,45967,300,153,59812,3.17656,51413,5141,10,59812,133
12,Presentation1,Entire Recording,M1-1-DELETE,116932,300,390,58147,3.16191,132288,8268,16,58147,345
12,Presentation1,Entire Recording,Q,110588,312,355,60412,3.18273,123246,11204,11,60412,320
12,Presentation1,Entire Recording,T,167279,301,555,58147,3.16796,189213,21024,9,58147,505
12,Presentation3,T+A,M2-1-A,3930,302,13,117571,3.18734,4113,588,7,117571,6
12,Presentation3,T+A,M2-1-B,2365,338,7,117288,3.25173,2415,483,5,117288,2
12,Presentation3,T+A,M2-1-BLANK,83,83,1,93,3.93372,83,83,1,93,0
12,Presentation3,T+A,M2-1-C,233,233,1,126681,3.16719,233,233,1,126681,0
12,Presentation3,T+A,M2-1-D,0,,0,,,0,,0,,0
12,Presentation3,T+A,M2-1-DELETE,7528,376,20,1942,3.19663,7978,1596,5,1942,14
12,Presentation3,T+A,M2-1-DELETE,94449,342,276,493,3.11272,105586,8122,13,493,236
12,Presentation3,T+A,Q,17820,297,60,2525,3.19463,19302,2413,8,2525,52
12,Presentation3,T+A,T,103802,341,304,0,3.12075,116288,11629,10,0,264
12,Presentation3,Entire Recording,M2-1-A,3930,302,13,162568,3.18734,4113,588,7,162568,6
12,Presentation3,Entire Recording,M2-1-B,2365,338,7,162285,3.25173,2415,483,5,162285,2
12,Presentation3,Entire Recording,M2-1-BLANK,83,83,1,45090,3.93372,83,83,1,45090,0
12,Presentation3,Entire Recording,M2-1-C,233,233,1,171678,3.16719,233,233,1,171678,0
12,Presentation3,Entire Recording,M2-1-D,0,,0,,,0,,0,,0
12,Presentation3,Entire Recording,M2-1-DELETE,7528,376,20,46939,3.19663,7978,1596,5,46939,14
12,Presentation3,Entire Recording,M2-1-DELETE,94449,342,276,45490,3.11272,105586,8122,13,45490,236
12,Presentation3,Entire Recording,Q,17820,297,60,47522,3.19463,19302,2413,8,47522,52
12,Presentation3,Entire Recording,T,103802,341,304,44997,3.12075,116288,11629,10,44997,264
11,Presentation2,T,M1-2-A,21285,273,78,14327,3.0459,22734,733,31,14327,46
11,Presentation2,T,M1-2-B,28096,347,81,22920,3.09988,30195,1208,25,22920,52
11,Presentation2,T,M1-2-BLANK,5,5,1,0,,5,5,1,0,0
11,Presentation2,T,M1-2-C,23483,345,68,45737,3.12584,25065,1393,18,45737,47
11,Presentation2,T,M1-2-D,5180,259,20,68821,3.0916,5579,797,7,68821,13
11,Presentation2,T,M1-2-DELETE,18254,358,51,1802,3.08247,20152,10076,2,1802,45
11,Presentation2,T,M1-2-DELETE,105741,308,343,338,3.02066,118263,6957,17,338,304
11,Presentation2,T,Q,106490,303,352,3135,3.08164,118665,5933,20,3135,313
11,Presentation2,T,T,124744,315,396,338,3.03018,139248,8191,17,338,353
11,Presentation2,Entire Recording,M1-2-A,21285,273,78,63776,3.0459,22734,733,31,63776,46
11,Presentation2,Entire Recording,M1-2-B,28096,347,81,72370,3.09988,30195,1208,25,72370,52
11,Presentation2,Entire Recording,M1-2-BLANK,5,5,1,49449,,5,5,1,49449,0
11,Presentation2,Entire Recording,M1-2-C,23483,345,68,95187,3.12584,25065,1393,18,95187,47
11,Presentation2,Entire Recording,M1-2-D,5180,259,20,118270,3.0916,5579,797,7,118270,13
11,Presentation2,Entire Recording,M1-2-DELETE,18254,358,51,51252,3.08247,20152,10076,2,51252,45
11,Presentation2,Entire Recording,M1-2-DELETE,105741,308,343,49788,3.02066,118263,6957,17,49788,304
11,Presentation2,Entire Recording,Q,106490,303,352,52584,3.08164,118665,5933,20,52584,313
11,Presentation2,Entire Recording,T,124744,315,396,49788,3.03018,139248,8191,17,49788,353
12,Presentation4,T+A,M2-2-A,14356,378,38,2548,3.35046,15106,1079,14,2548,23
12,Presentation4,T+A,M2-2-B,2232,203,11,13873,3.29404,2615,436,6,13873,4
12,Presentation4,T+A,M2-2-BLANK,583,291,2,0,4.02274,583,291,2,0,0
12,Presentation4,T+A,M2-2-C,12438,389,32,41187,3.30323,13038,2173,6,41187,26
12,Presentation4,T+A,M2-2-D,699,175,4,48498,3.35129,749,250,3,48498,0
12,Presentation4,T+A,M2-2-DELETE,1099,366,3,1882,3.16075,1116,558,2,1882,1
12,Presentation4,T+A,M2-2-DELETE,10026,264,38,333,3.27325,11025,1002,11,333,26
12,Presentation4,T+A,Q,41567,344,121,2548,3.31724,45248,4525,10,2548,105
12,Presentation4,T+A,T,11742,267,44,333,3.26112,13007,1301,10,333,33
12,Presentation4,Entire Recording,M2-2-A,14356,378,38,45342,3.35046,15106,1079,14,45342,23
12,Presentation4,Entire Recording,M2-2-B,2232,203,11,56667,3.29404,2615,436,6,56667,4
12,Presentation4,Entire Recording,M2-2-BLANK,583,291,2,42794,4.02274,583,291,2,42794,0
12,Presentation4,Entire Recording,M2-2-C,12438,389,32,83981,3.30323,13038,2173,6,83981,26
12,Presentation4,Entire Recording,M2-2-D,699,175,4,91293,3.35129,749,250,3,91293,0
12,Presentation4,Entire Recording,M2-2-DELETE,1099,366,3,44676,3.16075,1116,558,2,44676,1
12,Presentation4,Entire Recording,M2-2-DELETE,10026,264,38,43127,3.27325,11025,1002,11,43127,26
12,Presentation4,Entire Recording,Q,41567,344,121,45342,3.31724,45248,4525,10,45342,105
12,Presentation4,Entire Recording,T,11742,267,44,43127,3.26112,13007,1301,10,43127,33
12,Presentation5,T+P,M3-1-A,9593,300,32,6314,3.22664,10241,731,14,6314,17
12,Presentation5,T+P,M3-1-B,16671,269,62,54574,3.21943,18434,922,20,54574,39
12,Presentation5,T+P,M3-1-C,10259,244,42,65933,3.23474,11009,612,18,65933,23
12,Presentation5,T+P,M3-1-D,266,133,2,65766,3.24872,266,133,2,65766,0
12,Presentation5,T+P,P,47018,444,106,0,3.28112,50562,2809,18,0,80
12,Presentation5,T+P,DELETE,28380,281,101,319,3.19004,31727,3173,10,319,88
12,Presentation5,T+P,DELETE,28513,264,108,1485,3.15734,31694,3169,10,1485,97
12,Presentation5,T+P,Q,47532,269,177,2201,3.22119,52674,2394,22,2201,148
12,Presentation5,T+P,T,57375,272,211,319,3.17426,64254,6425,10,319,197
12,Presentation5,Entire Recording,M3-1-A,9593,300,32,63545,3.22664,10241,731,14,63545,17
12,Presentation5,Entire Recording,M3-1-B,16671,269,62,111805,3.21943,18434,922,20,111805,39
12,Presentation5,Entire Recording,M3-1-C,10259,244,42,123163,3.23474,11009,612,18,123163,23
12,Presentation5,Entire Recording,M3-1-D,266,133,2,122997,3.24872,266,133,2,122997,0
12,Presentation5,Entire Recording,P,47018,444,106,57230,3.28112,50562,2809,18,57230,80
12,Presentation5,Entire Recording,DELETE,28380,281,101,57549,3.19004,31727,3173,10,57549,88
12,Presentation5,Entire Recording,DELETE,28513,264,108,58715,3.15734,31694,3169,10,58715,97
12,Presentation5,Entire Recording,Q,47532,269,177,59431,3.22119,52674,2394,22,59431,148
12,Presentation5,Entire Recording,T,57375,272,211,57549,3.17426,64254,6425,10,57549,197
12,Presentation6,T+P,M3-2-A,38406,298,129,7884,3.2306,45466,1299,35,7884,80
12,Presentation6,T+P,M3-2-B,32760,385,85,30899,3.24598,34425,1275,27,30899,55
12,Presentation6,T+P,M3-2-C,27297,396,69,45389,3.24422,28961,1259,23,45389,39
12,Presentation6,T+P,M3-2-D,7311,332,22,46921,3.30322,7878,1313,6,46921,13
12,Presentation6,T+P,P,2465,274,9,273,3.22716,2698,899,3,273,6
12,Presentation6,T+P,DELETE,72698,333,218,756,3.07334,81870,6823,12,756,192
12,Presentation6,T+P,DELETE,41453,309,134,1938,3.05031,46477,9295,5,1938,119
12,Presentation6,T+P,Q,131106,339,387,5685,3.22825,149867,18733,8,5685,329
12,Presentation6,T+P,T,117948,327,361,756,3.06245,132611,14735,9,756,328
12,Presentation6,Entire Recording,M3-2-A,38406,298,129,58462,3.2306,45466,1299,35,58462,80
12,Presentation6,Entire Recording,M3-2-B,32760,385,85,81477,3.24598,34425,1275,27,81477,55
12,Presentation6,Entire Recording,M3-2-C,27297,396,69,95967,3.24422,28961,1259,23,95967,39
12,Presentation6,Entire Recording,M3-2-D,7311,332,22,97499,3.30322,7878,1313,6,97499,13
12,Presentation6,Entire Recording,P,2465,274,9,50851,3.22716,2698,899,3,50851,6
12,Presentation6,Entire Recording,DELETE,72698,333,218,51334,3.07334,81870,6823,12,51334,192
12,Presentation6,Entire Recording,DELETE,41453,309,134,52516,3.05031,46477,9295,5,52516,119
12,Presentation6,Entire Recording,Q,131106,339,387,56264,3.22825,149867,18733,8,56264,329
12,Presentation6,Entire Recording,T,117948,327,361,51334,3.06245,132611,14735,9,51334,328
12,Presentation7,T+A&P,M4-1-A,13723,312,44,117746,3.12794,14838,1484,10,117746,33
12,Presentation7,T+A&P,M4-1-B,18353,346,53,128405,3.10125,19336,1289,15,128405,37
12,Presentation7,T+A&P,M4-1-C,44482,371,120,166509,3.0984,47061,1207,39,166509,78
12,Presentation7,T+A&P,M4-1-D,37207,332,112,222019,3.11505,40368,1922,21,222019,86
12,Presentation7,T+A&P,P,23067,288,80,33,3.0562,25581,3198,8,33,69
12,Presentation7,T+A&P,DELETE,109621,373,294,716,3.02207,119695,7980,15,716,261
12,Presentation7,T+A&P,DELETE,30361,375,81,1648,2.95385,33126,4732,7,1648,70
12,Presentation7,T+A&P,Q,129071,349,370,115914,3.10248,141500,10885,13,115914,340
12,Presentation7,T+A&P,T,142381,371,384,716,3.00628,155936,11138,14,716,348
12,Presentation7,Entire Recording,M4-1-A,13723,312,44,181615,3.12794,14838,1484,10,181615,33
12,Presentation7,Entire Recording,M4-1-B,18353,346,53,192274,3.10125,19336,1289,15,192274,37
12,Presentation7,Entire Recording,M4-1-C,44482,371,120,230378,3.0984,47061,1207,39,230378,78
12,Presentation7,Entire Recording,M4-1-D,37207,332,112,285888,3.11505,40368,1922,21,285888,86
12,Presentation7,Entire Recording,P,23067,288,80,63901,3.0562,25581,3198,8,63901,69
12,Presentation7,Entire Recording,DELETE,109621,373,294,64584,3.02207,119695,7980,15,64584,261
12,Presentation7,Entire Recording,DELETE,30361,375,81,65517,2.95385,33126,4732,7,65517,70
12,Presentation7,Entire Recording,Q,129071,349,370,179783,3.10248,141500,10885,13,179783,340
12,Presentation7,Entire Recording,T,142381,371,384,64584,3.00628,155936,11138,14,64584,348
12,Presentation8,T+A&P,M4-2-A,27913,423,66,118922,3.05684,29928,1995,15,118922,47
12,Presentation8,T+A&P,M4-2-B,19628,333,59,137075,3.09713,21259,2362,9,137075,45
12,Presentation8,T+A&P,M4-2-C,3181,245,13,176611,3.15566,3547,1774,2,176611,8
12,Presentation8,T+A&P,M4-2-D,0,,0,,,0,,0,,0
12,Presentation8,T+A&P,P,2865,318,9,52444,3.19748,3081,3081,1,52444,8
12,Presentation8,T+A&P,DELETE,49897,359,139,564,3.10299,55391,9232,6,564,123
12,Presentation8,T+A&P,DELETE,33491,404,83,0,2.95984,36551,5222,7,0,69
12,Presentation8,T+A&P,Q,74772,381,196,5877,3.08036,82211,9135,9,5877,167
12,Presentation8,T+A&P,T,83688,375,223,0,3.04523,92674,13239,7,0,197
12,Presentation8,Entire Recording,M4-2-A,27913,423,66,162458,3.05684,29928,1995,15,162458,47
12,Presentation8,Entire Recording,M4-2-B,19628,333,59,180611,3.09713,21259,2362,9,180611,45
12,Presentation8,Entire Recording,M4-2-C,3181,245,13,220147,3.15566,3547,1774,2,220147,8
12,Presentation8,Entire Recording,M4-2-D,0,,0,,,0,,0,,0
12,Presentation8,Entire Recording,P,2865,318,9,95980,3.19748,3081,3081,1,95980,8
12,Presentation8,Entire Recording,DELETE,49897,359,139,44101,3.10299,55391,9232,6,44101,123
12,Presentation8,Entire Recording,DELETE,33491,404,83,43536,2.95984,36551,5222,7,43536,69
12,Presentation8,Entire Recording,Q,74772,381,196,49413,3.08036,82211,9135,9,49413,167
12,Presentation8,Entire Recording,T,83688,375,223,43536,3.04523,92674,13239,7,43536,197
13,Presentation1,1-1 (1),M1-1-A,11662,299,39,94557,3.10686,12545,896,14,94557,22
13,Presentation1,1-1 (1),M1-1-B,8610,246,35,101269,3.10476,9760,887,11,101269,14
13,Presentation1,1-1 (1),M1-1-BLANK,708,177,4,0,4.02819,858,429,2,0,1
13,Presentation1,1-1 (1),M1-1-C,4946,236,21,104700,3.11322,5812,830,7,104700,9
13,Presentation1,1-1 (1),M1-1-D,1899,271,7,112977,3.12763,2232,744,3,112977,2
13,Presentation1,1-1 (1),M1-1-DELETE,19969,256,78,2024,2.91067,23100,5775,4,2024,68
13,Presentation1,1-1 (1),M1-1-DELETE,64120,298,215,1774,2.84936,74796,8311,9,1774,172
13,Presentation1,1-1 (1),Q,35878,264,136,92675,3.08975,43040,10760,4,92675,100
13,Presentation1,1-1 (1),T,85572,287,298,1774,2.86344,100128,20026,5,1774,249
13,Presentation1,Entire Recording,M1-1-A,11662,299,39,146582,3.10686,12545,896,14,146582,22
13,Presentation1,Entire Recording,M1-1-B,8610,246,35,153294,3.10476,9760,887,11,153294,14
13,Presentation1,Entire Recording,M1-1-BLANK,708,177,4,52025,4.02819,858,429,2,52025,1
13,Presentation1,Entire Recording,M1-1-C,4946,236,21,156725,3.11322,5812,830,7,156725,9
13,Presentation1,Entire Recording,M1-1-D,1899,271,7,165002,3.12763,2232,744,3,165002,2
13,Presentation1,Entire Recording,M1-1-DELETE,19969,256,78,54049,2.91067,23100,5775,4,54049,68
13,Presentation1,Entire Recording,M1-1-DELETE,64120,298,215,53799,2.84936,74796,8311,9,53799,172
13,Presentation1,Entire Recording,Q,35878,264,136,144700,3.08975,43040,10760,4,144700,100
13,Presentation1,Entire Recording,T,85572,287,298,53799,2.86344,100128,20026,5,53799,249
13,Presentation2,T,M1-2-A,14769,259,57,9381,3.10835,16451,1028,16,9381,37
13,Presentation2,T,M1-2-B,5896,246,24,14841,3.08566,6395,492,13,14841,9
13,Presentation2,T,M1-2-BLANK,1138,190,6,0,3.95736,1705,1705,1,0,2
13,Presentation2,T,M1-2-C,2648,204,13,30263,3.15934,3114,519,6,30263,4
13,Presentation2,T,M1-2-D,400,200,2,34144,3.10535,400,200,2,34144,0
13,Presentation2,T,M1-2-DELETE,1066,213,5,1954,2.74615,1216,608,2,1954,2
13,Presentation2,T,M1-2-DELETE,33393,246,136,1755,2.82815,38389,3199,12,1755,117
13,Presentation2,T,Q,42332,255,166,2954,3.07715,49972,2776,18,2954,129
13,Presentation2,T,T,35441,243,146,1755,2.83338,40821,2916,14,1755,124
13,Presentation2,Entire Recording,M1-2-A,14769,259,57,72914,3.10835,16451,1028,16,72914,37
13,Presentation2,Entire Recording,M1-2-B,5896,246,24,78374,3.08566,6395,492,13,78374,9
13,Presentation2,Entire Recording,M1-2-BLANK,1138,190,6,63533,3.95736,1705,1705,1,63533,2
13,Presentation2,Entire Recording,M1-2-C,2648,204,13,93796,3.15934,3114,519,6,93796,4
13,Presentation2,Entire Recording,M1-2-D,400,200,2,97677,3.10535,400,200,2,97677,0
13,Presentation2,Entire Recording,M1-2-DELETE,1066,213,5,65487,2.74615,1216,608,2,65487,2
13,Presentation2,Entire Recording,M1-2-DELETE,33393,246,136,65287,2.82815,38389,3199,12,65287,117
13,Presentation2,Entire Recording,Q,42332,255,166,66486,3.07715,49972,2776,18,66486,129
13,Presentation2,Entire Recording,T,35441,243,146,65287,2.83338,40821,2916,14,65287,124
13,Presentation3,T+A,M2-1-A,600,200,3,121959,2.80108,650,650,1,121959,2
13,Presentation3,T+A,M2-1-B,1733,248,7,115930,2.97718,1816,605,3,115930,4
13,Presentation3,T+A,M2-1-BLANK,400,400,1,524,3.98366,400,400,1,524,0
13,Presentation3,T+A,M2-1-C,1432,358,4,115164,2.93811,1449,483,3,115164,1
13,Presentation3,T+A,M2-1-D,0,,0,,,0,,0,,0
13,Presentation3,T+A,M2-1-DELETE,0,,0,,,0,,0,,0
13,Presentation3,T+A,M2-1-DELETE,97521,303,322,0,2.76502,113900,10355,11,0,258
13,Presentation3,T+A,Q,7912,247,32,105006,2.80356,8678,1446,6,105006,25
13,Presentation3,T+A,T,98870,302,327,0,2.7652,116013,14502,8,0,262
13,Presentation3,Entire Recording,M2-1-A,600,200,3,189750,2.80108,650,650,1,189750,2
13,Presentation3,Entire Recording,M2-1-B,1733,248,7,183721,2.97718,1816,605,3,183721,4
13,Presentation3,Entire Recording,M2-1-BLANK,400,400,1,68316,3.98366,400,400,1,68316,0
13,Presentation3,Entire Recording,M2-1-C,1432,358,4,182955,2.93811,1449,483,3,182955,1
13,Presentation3,Entire Recording,M2-1-D,0,,0,,,0,,0,,0
13,Presentation3,Entire Recording,M2-1-DELETE,0,,0,,,0,,0,,0
13,Presentation3,Entire Recording,M2-1-DELETE,97521,303,322,67792,2.76502,113900,10355,11,67792,258
13,Presentation3,Entire Recording,Q,7912,247,32,172798,2.80356,8678,1446,6,172798,25
13,Presentation3,Entire Recording,T,98870,302,327,67792,2.7652,116013,14502,8,67792,262
13,Presentation4,T+A,M2-2-A,6962,240,29,6121,2.90932,7628,509,15,6121,12
13,Presentation4,T+A,M2-2-B,10925,303,36,13299,2.87046,11458,764,15,13299,20
13,Presentation4,T+A,M2-2-BLANK,0,,0,,,0,,0,,0
13,Presentation4,T+A,M2-2-C,6745,241,28,5855,2.89655,7661,696,11,5855,14
13,Presentation4,T+A,M2-2-D,217,217,1,24358,2.85418,217,217,1,24358,0
13,Presentation4,T+A,M2-2-DELETE,1765,221,8,2574,2.87094,1932,483,4,2574,3
13,Presentation4,T+A,M2-2-DELETE,64279,296,217,0,2.74964,75800,8422,9,0,167
13,Presentation4,T+A,Q,34269,268,128,5855,2.88846,39847,13282,3,5855,105
13,Presentation4,T+A,T,69726,291,240,0,2.76238,82246,16449,5,0,191
13,Presentation4,Entire Recording,M2-2-A,6962,240,29,52136,2.90932,7628,509,15,52136,12
13,Presentation4,Entire Recording,M2-2-B,10925,303,36,59314,2.87046,11458,764,15,59314,20
13,Presentation4,Entire Recording,M2-2-BLANK,0,,0,,,0,,0,,0
13,Presentation4,Entire Recording,M2-2-C,6745,241,28,51869,2.89655,7661,696,11,51869,14
13,Presentation4,Entire Recording,M2-2-D,217,217,1,70373,2.85418,217,217,1,70373,0
13,Presentation4,Entire Recording,M2-2-DELETE,1765,221,8,48588,2.87094,1932,483,4,48588,3
13,Presentation4,Entire Recording,M2-2-DELETE,64279,296,217,46015,2.74964,75800,8422,9,46015,167
13,Presentation4,Entire Recording,Q,34269,268,128,51869,2.88846,39847,13282,3,51869,105
13,Presentation4,Entire Recording,T,69726,291,240,46015,2.76238,82246,16449,5,46015,191
13,Presentation5,T+P,M3-1-A,6545,205,32,14431,2.85467,8227,1028,8,14431,18
13,Presentation5,T+P,M3-1-B,7878,246,32,23472,2.86479,8527,474,18,23472,12
13,Presentation5,T+P,M3-1-C,7295,221,33,31366,2.91581,7728,455,17,31366,14
13,Presentation5,T+P,M3-1-D,580,145,4,29417,2.86379,580,145,4,29417,0
13,Presentation5,T+P,P,23866,223,107,60,2.88672,28960,3218,9,60,77
13,Presentation5,T+P,DELETE,2498,312,8,3023,2.50998,2748,2748,1,3023,7
13,Presentation5,T+P,DELETE,0,,0,,,0,,0,,0
13,Presentation5,T+P,Q,28610,229,125,14182,2.87255,34686,4336,8,14182,93
13,Presentation5,T+P,T,2498,312,8,3023,2.50998,2748,2748,1,3023,7
13,Presentation5,Entire Recording,M3-1-A,6545,205,32,60712,2.85467,8227,1028,8,60712,18
13,Presentation5,Entire Recording,M3-1-B,7878,246,32,69752,2.86479,8527,474,18,69752,12
13,Presentation5,Entire Recording,M3-1-C,7295,221,33,77647,2.91581,7728,455,17,77647,14
13,Presentation5,Entire Recording,M3-1-D,580,145,4,75698,2.86379,580,145,4,75698,0
13,Presentation5,Entire Recording,P,23866,223,107,46341,2.88672,28960,3218,9,46341,77
13,Presentation5,Entire Recording,DELETE,2498,312,8,49304,2.50998,2748,2748,1,49304,7
13,Presentation5,Entire Recording,DELETE,0,,0,,,0,,0,,0
13,Presentation5,Entire Recording,Q,28610,229,125,60462,2.87255,34686,4336,8,60462,93
13,Presentation5,Entire Recording,T,2498,312,8,49304,2.50998,2748,2748,1,49304,7
13,Presentation6,T+P,M3-2-A,9077,233,39,28091,2.97335,11009,1101,10,28091,17
13,Presentation6,T+P,M3-2-B,12141,276,44,28375,2.86214,13289,782,17,28375,21
13,Presentation6,T+P,M3-2-C,10859,231,47,34703,2.94245,14819,1058,14,34703,13
13,Presentation6,T+P,M3-2-D,3114,183,17,31889,3.00989,4378,486,9,31889,1
13,Presentation6,T+P,P,911,182,5,0,3.28756,1111,278,4,0,0
13,Presentation6,T+P,DELETE,1765,221,8,311,2.81208,2082,1041,2,311,5
13,Presentation6,T+P,DELETE,14923,230,65,2177,2.82678,17154,3431,5,2177,55
13,Presentation6,T+P,Q,47833,237,202,2310,2.92126,64093,7121,9,2310,112
13,Presentation6,T+P,T,17004,230,74,311,2.84082,19603,3267,6,311,62
13,Presentation6,Entire Recording,M3-2-A,9077,233,39,75119,2.97335,11009,1101,10,75119,17
13,Presentation6,Entire Recording,M3-2-B,12141,276,44,75402,2.86214,13289,782,17,75402,21
13,Presentation6,Entire Recording,M3-2-C,10859,231,47,81730,2.94245,14819,1058,14,81730,13
13,Presentation6,Entire Recording,M3-2-D,3114,183,17,78916,3.00989,4378,486,9,78916,1
13,Presentation6,Entire Recording,P,911,182,5,47027,3.28756,1111,278,4,47027,0
13,Presentation6,Entire Recording,DELETE,1765,221,8,47339,2.81208,2082,1041,2,47339,5
13,Presentation6,Entire Recording,DELETE,14923,230,65,49204,2.82678,17154,3431,5,49204,55
13,Presentation6,Entire Recording,Q,47833,237,202,49337,2.92126,64093,7121,9,49337,112
13,Presentation6,Entire Recording,T,17004,230,74,47339,2.84082,19603,3267,6,47339,62
13,Presentation7,T+A&P,M4-1-A,7545,260,29,6684,2.73405,8361,929,9,6684,19
13,Presentation7,T+A&P,M4-1-B,8561,245,35,13180,2.86391,9293,845,11,13180,23
13,Presentation7,T+A&P,M4-1-C,24349,246,99,6484,2.93188,30143,1077,28,6484,42
13,Presentation7,T+A&P,M4-1-D,15689,253,62,113904,3.04783,18004,818,22,113904,24
13,Presentation7,T+A&P,P,14847,190,78,0,2.8298,19727,2818,7,0,45
13,Presentation7,T+A&P,DELETE,49348,325,152,2221,2.67194,56508,9418,6,2221,127
13,Presentation7,T+A&P,DELETE,18670,287,65,923,2.65138,21814,3116,7,923,46
13,Presentation7,T+A&P,Q,64937,243,267,6484,2.91928,81202,5800,14,6484,178
13,Presentation7,T+A&P,T,70699,314,225,923,2.66954,82120,20530,4,923,186
13,Presentation7,Entire Recording,M4-1-A,7545,260,29,50486,2.73405,8361,929,9,50486,19
13,Presentation7,Entire Recording,M4-1-B,8561,245,35,56982,2.86391,9293,845,11,56982,23
13,Presentation7,Entire Recording,M4-1-C,24349,246,99,50286,2.93188,30143,1077,28,50286,42
13,Presentation7,Entire Recording,M4-1-D,15689,253,62,157706,3.04783,18004,818,22,157706,24
13,Presentation7,Entire Recording,P,14847,190,78,43802,2.8298,19727,2818,7,43802,45
13,Presentation7,Entire Recording,DELETE,49348,325,152,46023,2.67194,56508,9418,6,46023,127
13,Presentation7,Entire Recording,DELETE,18670,287,65,44725,2.65138,21814,3116,7,44725,46
13,Presentation7,Entire Recording,Q,64937,243,267,50286,2.91928,81202,5800,14,50286,178
13,Presentation7,Entire Recording,T,70699,314,225,44725,2.66954,82120,20530,4,44725,186
13,Presentation8,T+A&P,M4-2-A,21335,225,95,10087,2.89248,26991,1000,27,10087,43
13,Presentation8,T+A&P,M4-2-B,24449,272,90,18714,2.89968,29448,920,32,18714,32
13,Presentation8,T+A&P,M4-2-C,9378,268,35,26125,2.98346,10924,728,15,26125,11
13,Presentation8,T+A&P,M4-2-D,749,187,4,32085,2.98853,749,187,4,32085,0
13,Presentation8,T+A&P,P,1293,216,6,0,3.70088,1776,888,2,0,2
13,Presentation8,T+A&P,DELETE,483,121,4,1726,2.96046,616,205,3,1726,0
13,Presentation8,T+A&P,DELETE,30478,240,127,3558,2.7619,36037,3003,12,3558,87
13,Presentation8,T+A&P,Q,64122,244,263,2159,2.91023,85565,7779,11,2159,151
13,Presentation8,T+A&P,T,31178,236,132,1726,2.76484,37152,3096,12,1726,89
13,Presentation8,Entire Recording,M4-2-A,21335,225,95,59831,2.89248,26991,1000,27,59831,43
13,Presentation8,Entire Recording,M4-2-B,24449,272,90,68458,2.89968,29448,920,32,68458,32
13,Presentation8,Entire Recording,M4-2-C,9378,268,35,75869,2.98346,10924,728,15,75869,11
13,Presentation8,Entire Recording,M4-2-D,749,187,4,81829,2.98853,749,187,4,81829,0
13,Presentation8,Entire Recording,P,1293,216,6,49744,3.70088,1776,888,2,49744,2
13,Presentation8,Entire Recording,DELETE,483,121,4,51470,2.96046,616,205,3,51470,0
13,Presentation8,Entire Recording,DELETE,30478,240,127,53302,2.7619,36037,3003,12,53302,87
13,Presentation8,Entire Recording,Q,64122,244,263,51903,2.91023,85565,7779,11,51903,151
13,Presentation8,Entire Recording,T,31178,236,132,51470,2.76484,37152,3096,12,51470,89
14,Presentation1,1-1 (1),M1-1-A,11875,283,42,136109,3.06812,13007,1626,8,136109,29
14,Presentation1,1-1 (1),M1-1-B,16288,259,63,136109,3.17104,17471,920,19,136109,40
14,Presentation1,1-1 (1),M1-1-BLANK,457,152,3,0,2.92124,457,152,3,0,0
14,Presentation1,1-1 (1),M1-1-C,12075,237,51,149732,3.23832,13107,771,17,149732,31
14,Presentation1,1-1 (1),M1-1-D,6695,335,20,154595,3.29703,7028,1004,7,154595,13
14,Presentation1,1-1 (1),M1-1-DELETE,22850,266,86,2056,3.19654,26198,2015,13,2056,63
14,Presentation1,1-1 (1),M1-1-DELETE,87920,280,314,973,3.00222,98179,2283,43,973,248
14,Presentation1,1-1 (1),Q,52212,257,203,131579,3.16025,58558,3445,17,131579,162
14,Presentation1,1-1 (1),T,114884,276,416,973,3.04175,130273,3619,36,973,342
14,Presentation1,Entire Recording,M1-1-A,11875,283,42,188430,3.06812,13007,1626,8,188430,29
14,Presentation1,Entire Recording,M1-1-B,16288,259,63,188430,3.17104,17471,920,19,188430,40
